DateTime,Date,Time,Currency,Impact,Event
2016-11-04T13:30:00+00:00,2016-11-04,13:30,USD,High Impact Expected,Non-Farm Employment Change
2016-11-10T13:30:00+00:00,2016-11-10,13:30,USD,High Impact Expected,Initial Jobless Claims
2016-11-14T13:30:00+00:00,2016-11-14,13:30,USD,High Impact Expected,CPI m/m
2016-11-17T13:30:00+00:00,2016-11-17,13:30,USD,High Impact Expected,Initial Jobless Claims
2016-11-24T13:30:00+00:00,2016-11-24,13:30,USD,High Impact Expected,Initial Jobless Claims
2016-11-25T13:30:00+00:00,2016-11-25,13:30,USD,High Impact Expected,Core PCE m/m
2016-12-01T13:30:00+00:00,2016-12-01,13:30,USD,High Impact Expected,Initial Jobless Claims
2016-12-01T15:00:00+00:00,2016-12-01,15:00,USD,High Impact Expected,ISM Manufacturing PMI
2016-12-02T13:30:00+00:00,2016-12-02,13:30,USD,High Impact Expected,Non-Farm Employment Change
2016-12-08T13:30:00+00:00,2016-12-08,13:30,USD,High Impact Expected,Initial Jobless Claims
2016-12-13T13:30:00+00:00,2016-12-13,13:30,USD,High Impact Expected,CPI m/m
2016-12-14T19:00:00+00:00,2016-12-14,19:00,USD,High Impact Expected,FOMC Statement
2016-12-15T13:30:00+00:00,2016-12-15,13:30,USD,High Impact Expected,Initial Jobless Claims
2016-12-22T13:30:00+00:00,2016-12-22,13:30,USD,High Impact Expected,Initial Jobless Claims
2016-12-29T13:30:00+00:00,2016-12-29,13:30,USD,High Impact Expected,Initial Jobless Claims
2016-12-30T13:30:00+00:00,2016-12-30,13:30,USD,High Impact Expected,Core PCE m/m
2017-01-05T13:30:00+00:00,2017-01-05,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-01-06T13:30:00+00:00,2017-01-06,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-01-12T13:30:00+00:00,2017-01-12,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-01-13T13:30:00+00:00,2017-01-13,13:30,USD,High Impact Expected,CPI m/m
2017-01-19T13:30:00+00:00,2017-01-19,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-01-26T13:30:00+00:00,2017-01-26,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-01-27T13:30:00+00:00,2017-01-27,13:30,USD,High Impact Expected,Core PCE m/m
2017-02-01T19:00:00+00:00,2017-02-01,19:00,USD,High Impact Expected,FOMC Statement
2017-02-02T13:30:00+00:00,2017-02-02,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-02-03T13:30:00+00:00,2017-02-03,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-02-09T13:30:00+00:00,2017-02-09,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-02-13T13:30:00+00:00,2017-02-13,13:30,USD,High Impact Expected,CPI m/m
2017-02-16T13:30:00+00:00,2017-02-16,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-02-23T13:30:00+00:00,2017-02-23,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-02-24T13:30:00+00:00,2017-02-24,13:30,USD,High Impact Expected,Core PCE m/m
2017-03-02T13:30:00+00:00,2017-03-02,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-03-03T13:30:00+00:00,2017-03-03,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-03-09T13:30:00+00:00,2017-03-09,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-03-13T13:30:00+00:00,2017-03-13,13:30,USD,High Impact Expected,CPI m/m
2017-03-15T19:00:00+00:00,2017-03-15,19:00,USD,High Impact Expected,FOMC Statement
2017-03-16T13:30:00+00:00,2017-03-16,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-03-23T13:30:00+00:00,2017-03-23,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-03-30T13:30:00+00:00,2017-03-30,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-03-31T13:30:00+00:00,2017-03-31,13:30,USD,High Impact Expected,Core PCE m/m
2017-04-06T13:30:00+00:00,2017-04-06,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-04-07T13:30:00+00:00,2017-04-07,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-04-13T13:30:00+00:00,2017-04-13,13:30,USD,High Impact Expected,CPI m/m
2017-04-13T13:30:00+00:00,2017-04-13,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-04-20T13:30:00+00:00,2017-04-20,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-04-27T13:30:00+00:00,2017-04-27,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-04-28T13:30:00+00:00,2017-04-28,13:30,USD,High Impact Expected,Core PCE m/m
2017-05-03T19:00:00+00:00,2017-05-03,19:00,USD,High Impact Expected,FOMC Statement
2017-05-04T13:30:00+00:00,2017-05-04,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-05-05T13:30:00+00:00,2017-05-05,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-05-11T13:30:00+00:00,2017-05-11,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-05-15T13:30:00+00:00,2017-05-15,13:30,USD,High Impact Expected,CPI m/m
2017-05-18T13:30:00+00:00,2017-05-18,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-05-25T13:30:00+00:00,2017-05-25,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-05-26T13:30:00+00:00,2017-05-26,13:30,USD,High Impact Expected,Core PCE m/m
2017-06-01T13:30:00+00:00,2017-06-01,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-06-02T13:30:00+00:00,2017-06-02,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-06-08T13:30:00+00:00,2017-06-08,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-06-13T13:30:00+00:00,2017-06-13,13:30,USD,High Impact Expected,CPI m/m
2017-06-14T19:00:00+00:00,2017-06-14,19:00,USD,High Impact Expected,FOMC Statement
2017-06-15T13:30:00+00:00,2017-06-15,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-06-22T13:30:00+00:00,2017-06-22,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-06-29T13:30:00+00:00,2017-06-29,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-06-30T13:30:00+00:00,2017-06-30,13:30,USD,High Impact Expected,Core PCE m/m
2017-07-06T13:30:00+00:00,2017-07-06,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-07-07T13:30:00+00:00,2017-07-07,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-07-13T13:30:00+00:00,2017-07-13,13:30,USD,High Impact Expected,CPI m/m
2017-07-13T13:30:00+00:00,2017-07-13,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-07-20T13:30:00+00:00,2017-07-20,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-07-26T19:00:00+00:00,2017-07-26,19:00,USD,High Impact Expected,FOMC Statement
2017-07-27T13:30:00+00:00,2017-07-27,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-07-28T13:30:00+00:00,2017-07-28,13:30,USD,High Impact Expected,Core PCE m/m
2017-08-03T13:30:00+00:00,2017-08-03,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-08-04T13:30:00+00:00,2017-08-04,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-08-10T13:30:00+00:00,2017-08-10,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-08-14T13:30:00+00:00,2017-08-14,13:30,USD,High Impact Expected,CPI m/m
2017-08-17T13:30:00+00:00,2017-08-17,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-08-24T13:30:00+00:00,2017-08-24,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-08-25T13:30:00+00:00,2017-08-25,13:30,USD,High Impact Expected,Core PCE m/m
2017-08-31T13:30:00+00:00,2017-08-31,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-09-01T13:30:00+00:00,2017-09-01,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-09-07T13:30:00+00:00,2017-09-07,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-09-13T13:30:00+00:00,2017-09-13,13:30,USD,High Impact Expected,CPI m/m
2017-09-14T13:30:00+00:00,2017-09-14,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-09-20T19:00:00+00:00,2017-09-20,19:00,USD,High Impact Expected,FOMC Statement
2017-09-21T13:30:00+00:00,2017-09-21,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-09-28T13:30:00+00:00,2017-09-28,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-09-29T13:30:00+00:00,2017-09-29,13:30,USD,High Impact Expected,Core PCE m/m
2017-10-05T13:30:00+00:00,2017-10-05,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-10-06T13:30:00+00:00,2017-10-06,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-10-12T13:30:00+00:00,2017-10-12,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-10-13T13:30:00+00:00,2017-10-13,13:30,USD,High Impact Expected,CPI m/m
2017-10-19T13:30:00+00:00,2017-10-19,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-10-26T13:30:00+00:00,2017-10-26,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-10-27T13:30:00+00:00,2017-10-27,13:30,USD,High Impact Expected,Core PCE m/m
2017-11-01T19:00:00+00:00,2017-11-01,19:00,USD,High Impact Expected,FOMC Statement
2017-11-02T13:30:00+00:00,2017-11-02,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-11-03T13:30:00+00:00,2017-11-03,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-11-09T13:30:00+00:00,2017-11-09,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-11-13T13:30:00+00:00,2017-11-13,13:30,USD,High Impact Expected,CPI m/m
2017-11-16T13:30:00+00:00,2017-11-16,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-11-23T13:30:00+00:00,2017-11-23,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-11-24T13:30:00+00:00,2017-11-24,13:30,USD,High Impact Expected,Core PCE m/m
2017-11-30T13:30:00+00:00,2017-11-30,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-12-01T13:30:00+00:00,2017-12-01,13:30,USD,High Impact Expected,Non-Farm Employment Change
2017-12-01T15:00:00+00:00,2017-12-01,15:00,USD,High Impact Expected,ISM Manufacturing PMI
2017-12-07T13:30:00+00:00,2017-12-07,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-12-13T13:30:00+00:00,2017-12-13,13:30,USD,High Impact Expected,CPI m/m
2017-12-13T19:00:00+00:00,2017-12-13,19:00,USD,High Impact Expected,FOMC Statement
2017-12-14T13:30:00+00:00,2017-12-14,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-12-21T13:30:00+00:00,2017-12-21,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-12-28T13:30:00+00:00,2017-12-28,13:30,USD,High Impact Expected,Initial Jobless Claims
2017-12-29T13:30:00+00:00,2017-12-29,13:30,USD,High Impact Expected,Core PCE m/m
2018-01-04T13:30:00+00:00,2018-01-04,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-01-05T13:30:00+00:00,2018-01-05,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-01-11T13:30:00+00:00,2018-01-11,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-01-15T13:30:00+00:00,2018-01-15,13:30,USD,High Impact Expected,CPI m/m
2018-01-18T13:30:00+00:00,2018-01-18,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-01-25T13:30:00+00:00,2018-01-25,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-01-26T13:30:00+00:00,2018-01-26,13:30,USD,High Impact Expected,Core PCE m/m
2018-01-31T19:00:00+00:00,2018-01-31,19:00,USD,High Impact Expected,FOMC Statement
2018-02-01T13:30:00+00:00,2018-02-01,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-02-02T13:30:00+00:00,2018-02-02,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-02-08T13:30:00+00:00,2018-02-08,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-02-13T13:30:00+00:00,2018-02-13,13:30,USD,High Impact Expected,CPI m/m
2018-02-15T13:30:00+00:00,2018-02-15,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-02-22T13:30:00+00:00,2018-02-22,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-02-23T13:30:00+00:00,2018-02-23,13:30,USD,High Impact Expected,Core PCE m/m
2018-03-01T13:30:00+00:00,2018-03-01,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-03-02T13:30:00+00:00,2018-03-02,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-03-08T13:30:00+00:00,2018-03-08,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-03-13T13:30:00+00:00,2018-03-13,13:30,USD,High Impact Expected,CPI m/m
2018-03-15T13:30:00+00:00,2018-03-15,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-03-21T19:00:00+00:00,2018-03-21,19:00,USD,High Impact Expected,FOMC Statement
2018-03-22T13:30:00+00:00,2018-03-22,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-03-29T13:30:00+00:00,2018-03-29,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-03-30T13:30:00+00:00,2018-03-30,13:30,USD,High Impact Expected,Core PCE m/m
2018-04-05T13:30:00+00:00,2018-04-05,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-04-06T13:30:00+00:00,2018-04-06,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-04-12T13:30:00+00:00,2018-04-12,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-04-13T13:30:00+00:00,2018-04-13,13:30,USD,High Impact Expected,CPI m/m
2018-04-19T13:30:00+00:00,2018-04-19,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-04-26T13:30:00+00:00,2018-04-26,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-04-27T13:30:00+00:00,2018-04-27,13:30,USD,High Impact Expected,Core PCE m/m
2018-05-02T19:00:00+00:00,2018-05-02,19:00,USD,High Impact Expected,FOMC Statement
2018-05-03T13:30:00+00:00,2018-05-03,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-05-04T13:30:00+00:00,2018-05-04,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-05-10T13:30:00+00:00,2018-05-10,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-05-14T13:30:00+00:00,2018-05-14,13:30,USD,High Impact Expected,CPI m/m
2018-05-17T13:30:00+00:00,2018-05-17,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-05-24T13:30:00+00:00,2018-05-24,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-05-25T13:30:00+00:00,2018-05-25,13:30,USD,High Impact Expected,Core PCE m/m
2018-05-31T13:30:00+00:00,2018-05-31,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-06-01T13:30:00+00:00,2018-06-01,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-06-07T13:30:00+00:00,2018-06-07,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-06-13T13:30:00+00:00,2018-06-13,13:30,USD,High Impact Expected,CPI m/m
2018-06-13T19:00:00+00:00,2018-06-13,19:00,USD,High Impact Expected,FOMC Statement
2018-06-14T13:30:00+00:00,2018-06-14,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-06-21T13:30:00+00:00,2018-06-21,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-06-28T13:30:00+00:00,2018-06-28,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-06-29T13:30:00+00:00,2018-06-29,13:30,USD,High Impact Expected,Core PCE m/m
2018-07-05T13:30:00+00:00,2018-07-05,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-07-06T13:30:00+00:00,2018-07-06,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-07-12T13:30:00+00:00,2018-07-12,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-07-13T13:30:00+00:00,2018-07-13,13:30,USD,High Impact Expected,CPI m/m
2018-07-19T13:30:00+00:00,2018-07-19,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-07-26T13:30:00+00:00,2018-07-26,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-07-27T13:30:00+00:00,2018-07-27,13:30,USD,High Impact Expected,Core PCE m/m
2018-08-01T19:00:00+00:00,2018-08-01,19:00,USD,High Impact Expected,FOMC Statement
2018-08-02T13:30:00+00:00,2018-08-02,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-08-03T13:30:00+00:00,2018-08-03,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-08-09T13:30:00+00:00,2018-08-09,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-08-13T13:30:00+00:00,2018-08-13,13:30,USD,High Impact Expected,CPI m/m
2018-08-16T13:30:00+00:00,2018-08-16,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-08-23T13:30:00+00:00,2018-08-23,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-08-30T13:30:00+00:00,2018-08-30,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-08-31T13:30:00+00:00,2018-08-31,13:30,USD,High Impact Expected,Core PCE m/m
2018-09-06T13:30:00+00:00,2018-09-06,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-09-07T13:30:00+00:00,2018-09-07,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-09-13T13:30:00+00:00,2018-09-13,13:30,USD,High Impact Expected,CPI m/m
2018-09-13T13:30:00+00:00,2018-09-13,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-09-20T13:30:00+00:00,2018-09-20,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-09-26T19:00:00+00:00,2018-09-26,19:00,USD,High Impact Expected,FOMC Statement
2018-09-27T13:30:00+00:00,2018-09-27,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-09-28T13:30:00+00:00,2018-09-28,13:30,USD,High Impact Expected,Core PCE m/m
2018-10-04T13:30:00+00:00,2018-10-04,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-10-05T13:30:00+00:00,2018-10-05,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-10-11T13:30:00+00:00,2018-10-11,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-10-15T13:30:00+00:00,2018-10-15,13:30,USD,High Impact Expected,CPI m/m
2018-10-18T13:30:00+00:00,2018-10-18,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-10-25T13:30:00+00:00,2018-10-25,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-10-26T13:30:00+00:00,2018-10-26,13:30,USD,High Impact Expected,Core PCE m/m
2018-11-01T13:30:00+00:00,2018-11-01,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-11-02T13:30:00+00:00,2018-11-02,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-11-08T13:30:00+00:00,2018-11-08,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-11-08T19:00:00+00:00,2018-11-08,19:00,USD,High Impact Expected,FOMC Statement
2018-11-13T13:30:00+00:00,2018-11-13,13:30,USD,High Impact Expected,CPI m/m
2018-11-15T13:30:00+00:00,2018-11-15,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-11-22T13:30:00+00:00,2018-11-22,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-11-29T13:30:00+00:00,2018-11-29,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-11-30T13:30:00+00:00,2018-11-30,13:30,USD,High Impact Expected,Core PCE m/m
2018-12-03T15:00:00+00:00,2018-12-03,15:00,USD,High Impact Expected,ISM Manufacturing PMI
2018-12-06T13:30:00+00:00,2018-12-06,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-12-07T13:30:00+00:00,2018-12-07,13:30,USD,High Impact Expected,Non-Farm Employment Change
2018-12-13T13:30:00+00:00,2018-12-13,13:30,USD,High Impact Expected,CPI m/m
2018-12-13T13:30:00+00:00,2018-12-13,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-12-19T19:00:00+00:00,2018-12-19,19:00,USD,High Impact Expected,FOMC Statement
2018-12-20T13:30:00+00:00,2018-12-20,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-12-27T13:30:00+00:00,2018-12-27,13:30,USD,High Impact Expected,Initial Jobless Claims
2018-12-28T13:30:00+00:00,2018-12-28,13:30,USD,High Impact Expected,Core PCE m/m
2019-01-03T13:30:00+00:00,2019-01-03,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-01-04T13:30:00+00:00,2019-01-04,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-01-10T13:30:00+00:00,2019-01-10,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-01-14T13:30:00+00:00,2019-01-14,13:30,USD,High Impact Expected,CPI m/m
2019-01-17T13:30:00+00:00,2019-01-17,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-01-24T13:30:00+00:00,2019-01-24,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-01-25T13:30:00+00:00,2019-01-25,13:30,USD,High Impact Expected,Core PCE m/m
2019-01-30T19:00:00+00:00,2019-01-30,19:00,USD,High Impact Expected,FOMC Statement
2019-01-31T13:30:00+00:00,2019-01-31,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-02-01T13:30:00+00:00,2019-02-01,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-02-07T13:30:00+00:00,2019-02-07,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-02-13T13:30:00+00:00,2019-02-13,13:30,USD,High Impact Expected,CPI m/m
2019-02-14T13:30:00+00:00,2019-02-14,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-02-21T13:30:00+00:00,2019-02-21,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-02-22T13:30:00+00:00,2019-02-22,13:30,USD,High Impact Expected,Core PCE m/m
2019-02-28T13:30:00+00:00,2019-02-28,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-03-01T13:30:00+00:00,2019-03-01,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-03-07T13:30:00+00:00,2019-03-07,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-03-13T13:30:00+00:00,2019-03-13,13:30,USD,High Impact Expected,CPI m/m
2019-03-14T13:30:00+00:00,2019-03-14,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-03-20T19:00:00+00:00,2019-03-20,19:00,USD,High Impact Expected,FOMC Statement
2019-03-21T13:30:00+00:00,2019-03-21,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-03-28T13:30:00+00:00,2019-03-28,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-03-29T13:30:00+00:00,2019-03-29,13:30,USD,High Impact Expected,Core PCE m/m
2019-04-04T13:30:00+00:00,2019-04-04,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-04-05T13:30:00+00:00,2019-04-05,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-04-11T13:30:00+00:00,2019-04-11,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-04-15T13:30:00+00:00,2019-04-15,13:30,USD,High Impact Expected,CPI m/m
2019-04-18T13:30:00+00:00,2019-04-18,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-04-25T13:30:00+00:00,2019-04-25,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-04-26T13:30:00+00:00,2019-04-26,13:30,USD,High Impact Expected,Core PCE m/m
2019-05-01T19:00:00+00:00,2019-05-01,19:00,USD,High Impact Expected,FOMC Statement
2019-05-02T13:30:00+00:00,2019-05-02,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-05-03T13:30:00+00:00,2019-05-03,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-05-09T13:30:00+00:00,2019-05-09,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-05-13T13:30:00+00:00,2019-05-13,13:30,USD,High Impact Expected,CPI m/m
2019-05-16T13:30:00+00:00,2019-05-16,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-05-23T13:30:00+00:00,2019-05-23,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-05-30T13:30:00+00:00,2019-05-30,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-05-31T13:30:00+00:00,2019-05-31,13:30,USD,High Impact Expected,Core PCE m/m
2019-06-06T13:30:00+00:00,2019-06-06,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-06-07T13:30:00+00:00,2019-06-07,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-06-13T13:30:00+00:00,2019-06-13,13:30,USD,High Impact Expected,CPI m/m
2019-06-13T13:30:00+00:00,2019-06-13,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-06-19T19:00:00+00:00,2019-06-19,19:00,USD,High Impact Expected,FOMC Statement
2019-06-20T13:30:00+00:00,2019-06-20,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-06-27T13:30:00+00:00,2019-06-27,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-06-28T13:30:00+00:00,2019-06-28,13:30,USD,High Impact Expected,Core PCE m/m
2019-07-04T13:30:00+00:00,2019-07-04,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-07-05T13:30:00+00:00,2019-07-05,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-07-11T13:30:00+00:00,2019-07-11,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-07-15T13:30:00+00:00,2019-07-15,13:30,USD,High Impact Expected,CPI m/m
2019-07-18T13:30:00+00:00,2019-07-18,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-07-25T13:30:00+00:00,2019-07-25,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-07-26T13:30:00+00:00,2019-07-26,13:30,USD,High Impact Expected,Core PCE m/m
2019-07-31T19:00:00+00:00,2019-07-31,19:00,USD,High Impact Expected,FOMC Statement
2019-08-01T13:30:00+00:00,2019-08-01,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-08-02T13:30:00+00:00,2019-08-02,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-08-08T13:30:00+00:00,2019-08-08,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-08-13T13:30:00+00:00,2019-08-13,13:30,USD,High Impact Expected,CPI m/m
2019-08-15T13:30:00+00:00,2019-08-15,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-08-22T13:30:00+00:00,2019-08-22,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-08-29T13:30:00+00:00,2019-08-29,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-08-30T13:30:00+00:00,2019-08-30,13:30,USD,High Impact Expected,Core PCE m/m
2019-09-05T13:30:00+00:00,2019-09-05,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-09-06T13:30:00+00:00,2019-09-06,13:30,USD,High Impact Expected,Non-Farm Employment Change
2019-09-12T13:30:00+00:00,2019-09-12,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-09-13T13:30:00+00:00,2019-09-13,13:30,USD,High Impact Expected,CPI m/m
2019-09-18T19:00:00+00:00,2019-09-18,19:00,USD,High Impact Expected,FOMC Statement
2019-09-19T13:30:00+00:00,2019-09-19,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-09-26T13:30:00+00:00,2019-09-26,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-09-27T13:30:00+00:00,2019-09-27,13:30,USD,High Impact Expected,Core PCE m/m
2019-10-03T13:30:00+00:00,2019-10-03,13:30,USD,High Impact Expected,Initial Jobless Claims
2019-10-04T13:30:00+00:00,2019-10-04,13:30,USD,High Impact Expected,Non-Farm Employment Change
